Locus	Uniprot ID	Gene Symbol	Protein Length	Spectrum Count_HBE_1	Spectrum Count_HBE_2	Spectrum Count_HBE_3	Spectrum Count_CFBE_1	Spectrum Count_CFBE_2	Spectrum Count_CFBE_3	HBE_Spectrum Count_Sum	CFBE_Spectrum Count_sum	NSAF_HBE_1	NSAF_HBE_2	NSAF_HBE_3	NSAF_CFBE_1	NSAF_CFBE_2	NSAF_CFBE_3	HBE_NSAF_avg	CFBE_NSAF_avg	CFBE_NSAF_avg/HBE_NSAF_avg	log2(CFBE_NSAF_avg/HBE_NSAF_avg)	p_value
sp|Q13148|TADBP_HUMAN	Q13148	TARDBP	414	36	45	47	44	37	54	128	135	0,00024758	0,000287712	0,000317069	0,000299107	0,000267526	0,000313331	0,000284	0,000293	1,03	0,05	0,705919441
sp|P26639|SYTC_HUMAN	P26639	TARS	723	85	93	91	80	121	119	269	320	0,00033473	0,000340479	0,000351528	0,000311405	0,000500971	0,000395383	0,000342	0,000403	1,18	0,23	0,356101444
sp|Q9BW92|SYTM_HUMAN	Q9BW92	TARS2	718	7	6	7	4	6	6	20	16	2,77579E-05	2,21193E-05	2,72289E-05	1,56787E-05	2,50145E-05	2,00741E-05	0,000026	0,000020	0,79	-0,34	0,176807499
sp|O14907|TX1B3_HUMAN	O14907	TAX1BP3	124	5	3	3	3	4	4	11	11	0,000114805	6,4039E-05	6,75703E-05	6,80885E-05	9,65614E-05	7,74904E-05	0,000082	0,000081	0,98	-0,03	0,970294991
sp|Q4KMP7|TB10B_HUMAN	Q4KMP7	TBC1D10B	808	2	2	8	5	12	4	12	21	7,04745E-06	6,55185E-06	2,76525E-05	1,74154E-05	4,44565E-05	1,18921E-05	0,000014	0,000025	1,79	0,84	0,341481486
sp|Q9NVG8|TBC13_HUMAN	Q9NVG8	TBC1D13	400	6	2	4	2	3	3	12	8	4,27076E-05	1,32347E-05	2,79291E-05	1,40716E-05	2,24505E-05	1,80165E-05	0,000028	0,000018	0,65	-0,62	0,407829336
sp|Q8TC07|TBC15_HUMAN	Q8TC07	TBC1D15	691	4	9	5	4	8	8	18	20	1,64815E-05	3,44754E-05	2,02092E-05	1,62913E-05	3,46559E-05	2,78113E-05	0,000024	0,000026	1,11	0,15	0,756488398
sp|Q9BYX2|TBD2A_HUMAN	Q9BYX2	TBC1D2	928	9	3	8	4	6	2	20	12	2,76126E-05	8,55694E-06	2,40768E-05	1,21307E-05	1,93539E-05	5,17716E-06	0,000020	0,000012	0,61	-0,72	0,390348246
sp|Q9ULP9|TBC24_HUMAN	Q9ULP9	TBC1D24	559	5	3	3	2	8	6	11	16	2,54666E-05	1,42054E-05	1,49888E-05	1,00691E-05	4,28394E-05	2,57839E-05	0,000018	0,000026	1,44	0,53	0,632494139
sp|Q66K14|TBC9B_HUMAN	Q66K14	TBC1D9B	1250	8	11	8	3	6	10	27	19	1,82219E-05	2,32931E-05	1,78746E-05	6,75437E-06	1,43683E-05	1,92176E-05	0,000020	0,000013	0,68	-0,56	0,221238493
sp|O75347|TBCA_HUMAN	O75347	TBCA	108	9	11	11	6	19	10	31	35	0,000237264	0,000269596	0,000284463	0,000156351	0,000526617	0,000222426	0,000264	0,000302	1,14	0,19	0,995563391
sp|Q99426|TBCB_HUMAN	Q99426	TBCB	244	20	13	23	20	11	16	56	47	0,000233375	0,000141026	0,000263266	0,000230682	0,000134948	0,000157522	0,000213	0,000174	0,82	-0,29	0,48826099
sp|Q15814|TBCC_HUMAN	Q15814	TBCC	346	2	3	3	3	6	3	8	12	1,64576E-05	2,29504E-05	2,4216E-05	2,44016E-05	5,19087E-05	2,08284E-05	0,000021	0,000032	1,53	0,61	0,313517984
sp|Q9BTW9|TBCD_HUMAN	Q9BTW9	TBCD	1192	3	5	9	10	18	15	17	43	7,1657E-06	1,1103E-05	2,10874E-05	2,36101E-05	4,52024E-05	3,02291E-05	0,000013	0,000033	2,52	1,33	0,054570987
sp|Q15813|TBCE_HUMAN	Q15813	TBCE	527	5	5	6	9	8	9	16	26	2,7013E-05	2,51133E-05	3,17978E-05	4,80624E-05	4,54406E-05	4,10244E-05	0,000028	0,000045	1,60	0,68	0,004781584
sp|Q9BZK7|TBL1R_HUMAN	Q9BZK7	TBL1XR1	514	11	20	8	11	13	11	39	35	6,09317E-05	0,000102994	4,34694E-05	6,02287E-05	7,57086E-05	5,1409E-05	0,000069	0,000062	0,90	-0,15	0,863102763
sp|Q9Y4P3|TBL2_HUMAN	Q9Y4P3	TBL2	447	11	5	8	14	3	16	24	33	7,00646E-05	2,96079E-05	4,99849E-05	8,81443E-05	2,00899E-05	8,59849E-05	0,000050	0,000065	1,30	0,38	0,8271055
sp|Q12788|TBL3_HUMAN	Q12788	TBL3	808	3	8	4	6	7	7	15	20	1,05712E-05	2,62074E-05	1,38263E-05	2,08984E-05	2,59329E-05	2,08112E-05	0,000017	0,000023	1,34	0,42	0,266378498
sp|Q969Z0|TBRG4_HUMAN	Q969Z0	TBRG4	631	19	19	21	28	18	37	59	83	8,5731E-05	7,9702E-05	9,29494E-05	0,000124883	8,53902E-05	0,000140858	0,000086	0,000117	1,36	0,44	0,142074242
sp|P23193|TCEA1_HUMAN	P23193	TCEA1	301	25	31	26	18	32	27	82	77	0,000236476	0,000272609	0,000241248	0,000168298	0,000318235	0,00021548	0,000250	0,000234	0,94	-0,10	0,629580478
sp|Q15369|ELOC_HUMAN	Q15369	TCEB1	112	6	15	17	8	12	25	38	45	0,000152527	0,000354502	0,000423923	0,000201023	0,000320722	0,000536206	0,000310	0,000353	1,14	0,18	0,762747657
sp|Q15370|ELOB_HUMAN	Q15370	TCEB2	118	24	14	28	19	19	31	66	69	0,000579086	0,000314044	0,000662724	0,000453154	0,000481989	0,000631087	0,000519	0,000522	1,01	0,01	0,86730552
sp|O14776|TCRG1_HUMAN	O14776	TCERG1	1098	14	5	14	10	4	8	33	22	3,63027E-05	1,20535E-05	3,56108E-05	2,56314E-05	1,09049E-05	1,75024E-05	0,000028	0,000018	0,64	-0,64	0,429944213
sp|Q9BQ70|TCF25_HUMAN	Q9BQ70	TCF25	676	4	5	4	6	6	11	13	23	1,68472E-05	1,9578E-05	1,65261E-05	2,49792E-05	2,65687E-05	3,90891E-05	0,000018	0,000030	1,71	0,78	0,025663667
sp|Q13428|TCOF_HUMAN	Q13428	TCOF1	1488	57	33	59	37	16	33	149	86	0,000109065	5,87024E-05	0,00011074	6,99798E-05	3,21871E-05	5,32747E-05	0,000093	0,000052	0,56	-0,84	0,127789572
sp|P17987|TCPA_HUMAN	P17987	TCP1	556	139	219	124	103	69	98	482	270	0,000711793	0,001042592	0,000622879	0,000521358	0,000371483	0,00042341	0,000792	0,000439	0,55	-0,85	0,034630441
sp|Q8NHU6|TDRD7_HUMAN	Q8NHU6	TDRD7	1098	7	4	7	6	2	4	18	12	1,81514E-05	9,64279E-06	1,78054E-05	1,53788E-05	5,45246E-06	8,7512E-06	0,000015	0,000010	0,65	-0,62	0,256703797
sp|Q9NZ01|TECR_HUMAN	Q9NZ01	TECR	308	11	11	9	16	15	17	31	48	0,000101685	9,45338E-05	8,16109E-05	0,000146199	0,000145783	0,000132589	0,000093	0,000142	1,53	0,61	0,004087366
sp|Q9Y4R8|TELO2_HUMAN	Q9Y4R8	TELO2	837	8	7	7	9	14	12	22	35	2,72131E-05	2,21369E-05	2,33576E-05	3,02615E-05	5,00689E-05	3,44402E-05	0,000024	0,000038	1,58	0,66	0,055355972
sp|Q9UGI8|TES_HUMAN	Q9UGI8	TES	421	39	55	44	40	35	41	138	116	0,000263752	0,000345801	0,000291895	0,000267394	0,000248858	0,000233944	0,000300	0,000250	0,83	-0,26	0,111714963
sp|Q9NXF1|TEX10_HUMAN	Q9NXF1	TEX10	929	14	16	12	22	33	26	42	81	4,29068E-05	4,55879E-05	3,60763E-05	6,6647E-05	0,000106332	6,72307E-05	0,000042	0,000080	1,93	0,95	0,019836975
sp|P02787|TRFE_HUMAN	P02787	TF	698	72	35	54	32	67	54	161	153	0,000293691	0,000132727	0,00021607	0,000129023	0,000287332	0,000185844	0,000214	0,000201	0,94	-0,09	0,847818278
sp|Q00059|TFAM_HUMAN	Q00059	TFAM	246	7	13	9	6	18	10	29	34	8,10171E-05	0,000139879	0,00010218	6,8642E-05	0,000219029	9,76506E-05	0,000108	0,000128	1,19	0,25	0,844505245
sp|Q9H5Q4|TFB2M_HUMAN	Q9H5Q4	TFB2M	396	7	9	3	5	5	9	19	19	5,03288E-05	6,01579E-05	2,11584E-05	3,55344E-05	3,77955E-05	5,45955E-05	0,000044	0,000043	0,97	-0,04	0,903711982
sp|Q92734|TFG_HUMAN	Q92734	TFG	400	22	18	26	14	13	24	66	51	0,000156594	0,000119113	0,000181539	9,85013E-05	9,72856E-05	0,000144132	0,000152	0,000113	0,74	-0,43	0,169420067
sp|Q9UBB9|TFP11_HUMAN	Q9UBB9	TFIP11	837	4	11	5	4	2	3	20	9	1,36066E-05	3,47866E-05	1,6684E-05	1,34496E-05	7,15269E-06	8,61005E-06	0,000022	0,000010	0,45	-1,16	0,092309331
sp|P02786|TFR1_HUMAN	P02786	TFRC	760	24	41	24	69	146	77	89	292	8,99107E-05	0,000142796	8,81971E-05	0,000255511	0,000575048	0,000243381	0,000107	0,000358	3,35	1,74	0,022891444
sp|P21980|TGM2_HUMAN	P21980	TGM2	687	83	89	115	1413	456	1280	287	3149	0,000343981	0,000342909	0,000467517	0,00578841	0,001986887	0,004475722	0,000385	0,004084	10,61	3,41	0,002525732
sp|Q6YHU6|THADA_HUMAN	Q6YHU6	THADA	1953	4	5	5	5	5	8	14	18	5,83138E-06	6,77662E-06	7,1503E-06	7,20513E-06	7,6636E-06	9,84006E-06	0,000007	0,000008	1,25	0,32	0,126368173
sp|P07996|TSP1_HUMAN	P07996	THBS1	1170	82	83	76	115	169	114	241	398	0,000199545	0,000187775	0,00018142	0,000276621	0,00043238	0,000234061	0,000190	0,000314	1,66	0,73	0,063556342
sp|Q8WUY1|THEM6_HUMAN	Q8WUY1	THEM6	208	7	14	15	22	18	20	36	60	9,58182E-05	0,00017816	0,000201412	0,000297669	0,000259044	0,000230981	0,000158	0,000263	1,66	0,73	0,085558603
sp|Q8NI27|THOC2_HUMAN	Q8NI27	THOC2	1593	7	5	2	4	5	4	14	13	1,25111E-05	8,30805E-06	3,50647E-06	7,06672E-06	9,39549E-06	6,0319E-06	0,000008	0,000007	0,92	-0,11	0,940686799
sp|Q96J01|THOC3_HUMAN	Q96J01	THOC3	351	9	6	6	9	6	6	21	21	7,30044E-05	4,52469E-05	4,7742E-05	7,21621E-05	5,11693E-05	4,10633E-05	0,000055	0,000055	0,99	-0,01	0,956012798
sp|P52888|THOP1_HUMAN	P52888	THOP1	689	22	23	20	20	19	17	65	56	9,09111E-05	8,83596E-05	8,10713E-05	8,1693E-05	8,25467E-05	5,92706E-05	0,000087	0,000075	0,86	-0,22	0,226791791
sp|Q9Y2W1|TR150_HUMAN	Q9Y2W1	THRAP3	955	17	15	7	9	10	10	39	29	5,06826E-05	4,15751E-05	2,04716E-05	2,65224E-05	3,13445E-05	2,5154E-05	0,000038	0,000028	0,74	-0,44	0,441870166
sp|Q9NXG2|THUM1_HUMAN	Q9NXG2	THUMPD1	353	7	9	7	11	13	9	23	33	5,64595E-05	6,74859E-05	5,53834E-05	8,76984E-05	0,000110239	6,1246E-05	0,000060	0,000086	1,45	0,53	0,132214939
sp|Q9BV44|THUM3_HUMAN	Q9BV44	THUMPD3	507	3	7	4	6	3	7	14	16	1,68472E-05	3,65456E-05	2,20348E-05	3,33056E-05	1,77124E-05	3,31665E-05	0,000025	0,000028	1,12	0,16	0,71309772
sp|Q9P016|THYN1_HUMAN	Q9P016	THYN1	225	8	8	3	7	5	6	19	18	0,000101233	9,41136E-05	3,72388E-05	8,75567E-05	6,65201E-05	6,40588E-05	0,000078	0,000073	0,94	-0,09	0,962651176
sp|Q01085|TIAR_HUMAN	Q01085	TIAL1	375	12	21	33	16	16	16	66	48	9,11095E-05	0,000148229	0,000245776	0,000120078	0,000127719	0,000102494	0,000162	0,000117	0,72	-0,47	0,444299695
sp|Q9NQ88|TIGAR_HUMAN	Q9NQ88	TIGAR	270	10	18	9	11	12	20	37	43	0,000105451	0,000176463	9,30969E-05	0,000114658	0,00013304	0,000177941	0,000125	0,000142	1,14	0,18	0,5578961
sp|Q9Y5L4|TIM13_HUMAN	Q9Y5L4	TIMM13	95	3	3	5	3	6	7	11	16	8,99107E-05	8,35878E-05	0,000146995	8,88733E-05	0,000189057	0,000177004	0,000107	0,000152	1,42	0,51	0,332209798
sp|Q99595|TI17A_HUMAN	Q99595	TIMM17A	171	5	2	4	5	4	6	11	15	8,32506E-05	3,09584E-05	6,53312E-05	8,22901E-05	7,00211E-05	8,42879E-05	0,000060	0,000079	1,32	0,40	0,309072096
sp|O14925|TIM23_HUMAN	O14925	TIMM23	209	9	2	8	11	2	12	19	25	0,000122605	2,53296E-05	0,000106906	0,000148122	2,8645E-05	0,000137926	0,000085	0,000105	1,23	0,30	0,810093856
sp|O43615|TIM44_HUMAN	O43615	TIMM44	452	19	20	22	21	16	21	61	58	0,000119682	0,000117122	0,000135938	0,000130754	0,000105961	0,000111607	0,000124	0,000116	0,93	-0,10	0,425086295
sp|Q3ZCQ8|TIM50_HUMAN	Q3ZCQ8	TIMM50	353	11	22	13	21	24	16	46	61	8,8722E-05	0,000164965	0,000102855	0,000167424	0,000203517	0,000108882	0,000119	0,000160	1,35	0,43	0,316584427
sp|Q9Y5J7|TIM9_HUMAN	Q9Y5J7	TIMM9	89	2	4	4	2	7	5	10	14	6,39814E-05	0,000118964	0,000125524	6,32432E-05	0,000235436	0,000134955	0,000103	0,000145	1,41	0,49	0,601785021
sp|P16035|TIMP2_HUMAN	P16035	TIMP2	220	4	6	3	4	4	11	13	19	5,17667E-05	7,21894E-05	3,80851E-05	5,11695E-05	5,44255E-05	0,00012011	0,000054	0,000075	1,39	0,48	0,438020532
sp|O75663|TIPRL_HUMAN	O75663	TIPRL	272	7	3	4	8	7	7	14	22	7,32728E-05	2,91943E-05	4,10722E-05	8,27742E-05	7,70361E-05	6,18214E-05	0,000048	0,000074	1,54	0,63	0,151286453
sp|Q07157|ZO1_HUMAN	Q07157	TJP1	1748	39	32	38	42	46	49	109	137	6,35238E-05	4,84567E-05	6,07154E-05	6,7621E-05	7,87738E-05	6,73387E-05	0,000058	0,000071	1,24	0,31	0,091679542
sp|Q9UDY2|ZO2_HUMAN	Q9UDY2	TJP2	1190	54	71	68	57	84	57	193	198	0,000129199	0,000157927	0,000159595	0,000134804	0,000211299	0,000115064	0,000149	0,000154	1,03	0,05	0,991711901
sp|P04183|KITH_HUMAN	P04183	TK1	234	14	11	11	12	11	9	36	32	0,000170344	0,000124429	0,000131291	0,000144324	0,000140716	9,23925E-05	0,000142	0,000126	0,89	-0,17	0,492603001
sp|P29401|TKT_HUMAN	P29401	TKT	623	122	129	192	130	125	173	443	428	0,000557552	0,000548084	0,000860735	0,000587258	0,000600602	0,000667065	0,000655	0,000618	0,94	-0,08	0,819823827
sp|Q6P9B6|TLDC1_HUMAN	Q6P9B6	TLDC1	456	28	26	18	24	39	28	72	91	0,000174826	0,000150922	0,000110246	0,000148122	0,000256015	0,000147504	0,000145	0,000184	1,27	0,34	0,393378149
sp|Q9Y490|TLN1_HUMAN	Q9Y490	TLN1	2541	218	196	218	208	258	222	632	688	0,000244267	0,000204172	0,000239612	0,000230374	0,000303935	0,000209874	0,000229	0,000248	1,08	0,11	0,610401036
sp|Q9Y4G6|TLN2_HUMAN	Q9Y4G6	TLN2	2542	8	20	22	24	18	26	50	68	8,96041E-06	2,08257E-05	2,41715E-05	2,65711E-05	2,11964E-05	2,45701E-05	0,000018	0,000024	1,34	0,42	0,302478854
sp|Q99805|TM9S2_HUMAN	Q99805	TM9SF2	663	20	17	24	18	16	28	61	62	8,58875E-05	6,78704E-05	0,000101101	7,6407E-05	7,2239E-05	0,000101451	0,000085	0,000083	0,98	-0,03	0,91841366
sp|Q9HD45|TM9S3_HUMAN	Q9HD45	TM9SF3	589	6	21	18	17	20	15	45	52	2,90034E-05	9,43733E-05	8,5352E-05	8,12283E-05	0,000101644	6,11767E-05	0,000070	0,000081	1,17	0,23	0,560366241
sp|Q92544|TM9S4_HUMAN	Q92544	TM9SF4	642	16	14	14	14	20	16	44	50	7,09575E-05	5,77216E-05	6,09045E-05	6,13715E-05	9,32524E-05	5,9868E-05	0,000063	0,000071	1,13	0,18	0,536124334
sp|Q9UM00|TMCO1_HUMAN	Q9UM00	TMCO1	188	4	3	2	6	6	6	9	18	6,05781E-05	4,22385E-05	2,97118E-05	8,98188E-05	9,55341E-05	7,66661E-05	0,000044	0,000087	1,98	0,98	0,029035605
sp|Q13445|TMED1_HUMAN	Q13445	TMED1	227	5	4	4	6	10	9	13	25	6,2713E-05	4,66422E-05	4,92142E-05	7,43874E-05	0,000131868	9,52416E-05	0,000053	0,000100	1,90	0,93	0,03004989
sp|P49755|TMEDA_HUMAN	P49755	TMED10	219	11	15	11	18	22	19	37	59	0,000143009	0,000181298	0,000140283	0,000231314	0,000300707	0,00020841	0,000155	0,000247	1,59	0,67	0,028025264
sp|Q15363|TMED2_HUMAN	Q15363	TMED2	201	11	12	4	17	12	16	27	45	0,000155815	0,000158027	5,55802E-05	0,000238027	0,000178711	0,00019122	0,000123	0,000203	1,65	0,72	0,171070337
sp|Q7Z7H5|TMED4_HUMAN	Q7Z7H5	TMED4	227	9	13	9	7	12	16	31	35	0,000112883	0,000151587	0,000110732	8,67853E-05	0,000158242	0,000169318	0,000125	0,000138	1,10	0,14	0,78637405
sp|Q9Y3A6|TMED5_HUMAN	Q9Y3A6	TMED5	229	2	2	2	11	2	12	6	25	2,48661E-05	2,31174E-05	2,43922E-05	0,000135186	2,61433E-05	0,00012588	0,000024	0,000096	3,97	1,99	0,098262399
sp|Q9Y3B3|TMED7_HUMAN	Q9Y3B3	TMED7	224	15	12	10	12	12	21	37	45	0,000190659	0,000141801	0,000124683	0,000150767	0,000160361	0,000225207	0,000152	0,000179	1,17	0,23	0,417891092
sp|Q9BVK6|TMED9_HUMAN	Q9BVK6	TMED9	235	13	16	16	12	18	16	45	46	0,000157503	0,000180218	0,000190155	0,00014371	0,000229282	0,000163554	0,000176	0,000179	1,02	0,02	0,997408244
sp|Q9BVC6|TM109_HUMAN	Q9BVC6	TMEM109	243	2	4	2	3	3	2	8	8	2,34335E-05	4,35711E-05	2,29869E-05	3,47447E-05	3,69556E-05	1,97712E-05	0,000030	0,000030	1,02	0,02	0,932299509
sp|Q9NX61|T161A_HUMAN	Q9NX61	TMEM161A	479	3	3	2	3	3	5	8	11	1,7832E-05	1,6578E-05	1,16614E-05	1,76262E-05	1,87478E-05	2,50752E-05	0,000015	0,000020	1,33	0,42	0,161206475
sp|Q9HC07|TM165_HUMAN	Q9HC07	TMEM165	324	7	4	11	3	4	6	22	13	6,15129E-05	3,26783E-05	9,48209E-05	2,60585E-05	3,69556E-05	4,44853E-05	0,000063	0,000036	0,57	-0,81	0,224654933
sp|Q9UHN6|TMEM2_HUMAN	Q9UHN6	TMEM2	1383	5	3	6	8	9	5	14	22	1,02935E-05	5,74175E-06	1,21167E-05	1,62795E-05	1,94798E-05	8,68476E-06	0,000009	0,000015	1,58	0,66	0,24969652
sp|Q6UW68|TM205_HUMAN	Q6UW68	TMEM205	189	2	5	3	5	5	6	10	16	3,01288E-05	7,0025E-05	4,43319E-05	7,4453E-05	7,91905E-05	7,62604E-05	0,000048	0,000077	1,59	0,67	0,098929341
sp|Q96SK2|TM209_HUMAN	Q96SK2	TMEM209	561	9	12	22	13	14	13	43	40	4,56765E-05	5,66192E-05	0,000109526	6,5216E-05	7,47017E-05	5,5666E-05	0,000071	0,000065	0,92	-0,12	0,960682238
sp|Q6NUQ4|TM214_HUMAN	Q6NUQ4	TMEM214	689	29	11	17	21	7	16	57	44	0,000119837	4,22589E-05	6,89106E-05	8,57776E-05	3,04119E-05	5,57841E-05	0,000077	0,000057	0,74	-0,43	0,530923747
sp|Q9NV96|CC50A_HUMAN	Q9NV96	TMEM30A	361	2	3	4	8	2	6	9	16	1,57738E-05	2,19968E-05	3,09463E-05	6,23673E-05	1,65839E-05	3,99258E-05	0,000023	0,000040	1,73	0,79	0,360345787
sp|P57088|TMM33_HUMAN	P57088	TMEM33	247	6	7	4	6	7	5	17	18	6,9162E-05	7,50147E-05	4,52293E-05	6,83641E-05	8,48333E-05	4,86276E-05	0,000063	0,000067	1,07	0,09	0,79925146
sp|Q9BTV4|TMM43_HUMAN	Q9BTV4	TMEM43	400	10	6	12	12	16	11	28	39	7,11793E-05	3,97042E-05	8,37872E-05	8,44297E-05	0,000119736	6,60606E-05	0,000065	0,000090	1,39	0,47	0,291829263
sp|Q9NYL9|TMOD3_HUMAN	Q9NYL9	TMOD3	352	22	30	29	29	51	33	81	113	0,000177948	0,000225592	0,000230097	0,000231862	0,000433703	0,000225207	0,000211	0,000297	1,41	0,49	0,262053411
sp|P42167|LAP2B_HUMAN	P42167	TMPO	454	45	45	43	42	66	47	133	155	0,000282209	0,000262363	0,000264526	0,000260356	0,000435164	0,000248686	0,000270	0,000315	1,17	0,22	0,539364699
sp|P42166|LAP2A_HUMAN	P42166	TMPO	694	42	49	48	48	65	54	139	167	0,000172307	0,000186888	0,000193169	0,000194651	0,000280362	0,000186915	0,000184	0,000221	1,20	0,26	0,283863367
sp|P63313|TYB10_HUMAN	P63313	TMSB10	44	4	2	6	5	7	2	12	14	0,000258834	0,000120316	0,000380851	0,000319809	0,000476223	0,000109191	0,000253	0,000302	1,19	0,25	0,849066006
sp|P62328|TYB4_HUMAN	P62328	TMSB4X	44	18	19	19	29	38	31	56	98	0,001164752	0,001143	0,001206028	0,001854894	0,002585211	0,001692462	0,001171	0,002044	1,75	0,80	0,014074021
sp|Q6ZXV5|TMTC3_HUMAN	Q6ZXV5	TMTC3	915	4	3	6	6	5	10	13	21	1,24466E-05	8,67851E-06	1,83141E-05	1,84546E-05	1,63574E-05	2,62536E-05	0,000013	0,000020	1,55	0,63	0,147611453
sp|Q9H3N1|TMX1_HUMAN	Q9H3N1	TMX1	280	7	9	10	9	12	9	26	30	7,11793E-05	8,50804E-05	9,97467E-05	9,04604E-05	0,000128289	7,72137E-05	0,000085	0,000099	1,16	0,21	0,503166598
sp|Q9Y320|TMX2_HUMAN	Q9Y320	TMX2	296	6	7	4	6	6	7	17	19	5,77129E-05	6,25967E-05	3,7742E-05	5,70471E-05	6,06771E-05	5,68089E-05	0,000053	0,000058	1,10	0,14	0,483722945
sp|Q96JJ7|TMX3_HUMAN	Q96JJ7	TMX3	454	6	3	5	8	28	11	14	47	3,76278E-05	1,74908E-05	3,07589E-05	4,95916E-05	0,000184615	5,82032E-05	0,000029	0,000097	3,40	1,77	0,082635318
sp|P24821|TENA_HUMAN	P24821	TNC	2201	54	58	67	13	12	21	179	46	6,98534E-05	6,97514E-05	8,50181E-05	1,66225E-05	1,63202E-05	2,29197E-05	0,000075	0,000019	0,25	-2,01	0,000401744
sp|Q03169|TNAP2_HUMAN	Q03169	TNFAIP2	654	16	18	16	23	19	19	50	61	6,96556E-05	7,28517E-05	6,8328E-05	9,89747E-05	8,69643E-05	6,97888E-05	0,000070	0,000085	1,21	0,28	0,152195406
sp|O95379|TFIP8_HUMAN	O95379	TNFAIP8	198	4	3	2	3	6	4	9	13	5,75186E-05	4,01052E-05	2,82112E-05	4,26413E-05	9,07092E-05	4,85294E-05	0,000042	0,000061	1,45	0,53	0,319393798
sp|Q9C0C2|TB182_HUMAN	Q9C0C2	TNKS1BP1	1729	20	18	22	22	35	31	60	88	3,29343E-05	2,75564E-05	3,55373E-05	3,58098E-05	6,05952E-05	4,30702E-05	0,000032	0,000046	1,45	0,54	0,107518078
sp|Q92973|TNPO1_HUMAN	Q92973	TNPO1	898	51	66	78	93	83	92	195	268	0,000161699	0,000194542	0,000242591	0,000291461	0,000276673	0,000246106	0,000200	0,000271	1,36	0,44	0,066822683
sp|O14787|TNPO2_HUMAN	O14787	TNPO2	897	30	29	31	48	30	59	90	137	9,52231E-05	8,55757E-05	9,65219E-05	0,000150599	0,000100114	0,000158004	0,000092	0,000136	1,47	0,56	0,069119986
sp|Q9Y5L0|TNPO3_HUMAN	Q9Y5L0	TNPO3	923	43	47	56	41	33	55	146	129	0,000132642	0,000134785	0,00016945	0,000125013	0,000107023	0,000143143	0,000146	0,000125	0,86	-0,22	0,255875931
sp|Q68CZ2|TENS3_HUMAN	Q68CZ2	TNS3	1445	36	36	47	35	56	55	119	146	7,0933E-05	6,59447E-05	9,0842E-05	6,8167E-05	0,000116007	9,14334E-05	0,000076	0,000092	1,21	0,28	0,384862784
sp|Q9H0E2|TOLIP_HUMAN	Q9H0E2	TOLLIP	274	4	4	5	6	2	8	13	16	4,15645E-05	3,86416E-05	5,09655E-05	6,16275E-05	2,18497E-05	7,01373E-05	0,000044	0,000051	1,17	0,23	0,905786882
sp|O60784|TOM1_HUMAN	O60784	TOM1	492	8	8	4	11	16	12	20	39	4,62955E-05	4,30398E-05	2,27066E-05	6,29218E-05	9,73464E-05	5,85903E-05	0,000037	0,000073	1,95	0,97	0,066938062
sp|Q6ZVM7|TM1L2_HUMAN	Q6ZVM7	TOM1L2	507	5	7	3	10	14	11	15	35	2,80786E-05	3,65456E-05	1,65261E-05	5,55093E-05	8,26581E-05	5,21188E-05	0,000027	0,000063	2,34	1,23	0,032451227
sp|Q9NS69|TOM22_HUMAN	Q9NS69	TOMM22	142	7	4	8	5	11	4	19	20	0,000140353	7,45619E-05	0,000157347	9,90959E-05	0,000231883	6,76677E-05	0,000124	0,000133	1,07	0,10	0,966829541
sp|Q15785|TOM34_HUMAN	Q15785	TOMM34	309	18	7	17	12	9	12	42	33	0,000165855	5,99632E-05	0,000153655	0,000109294	8,71865E-05	9,32895E-05	0,000126	0,000097	0,76	-0,39	0,617354002
sp|O96008|TOM40_HUMAN	O96008	TOMM40	361	21	29	22	22	52	26	72	100	0,000165625	0,000212636	0,000170205	0,00017151	0,000431183	0,000173012	0,000183	0,000259	1,41	0,50	0,468523745
sp|O94826|TOM70_HUMAN	O94826	TOMM70A	608	50	39	54	25	51	37	143	113	0,000234142	0,000169788	0,000248054	0,000115721	0,000251091	0,000146187	0,000217	0,000171	0,79	-0,35	0,337599675
sp|Q96HA7|TONSL_HUMAN	Q96HA7	TONSL	1378	5	11	6	7	14	13	22	34	1,03308E-05	2,11295E-05	1,21607E-05	1,42963E-05	3,04119E-05	2,26623E-05	0,000015	0,000022	1,54	0,63	0,229329672
sp|P11387|TOP1_HUMAN	P11387	TOP1	765	23	35	30	27	43	35	88	105	8,56012E-05	0,000121102	0,000109526	9,9329E-05	0,000168257	0,000109905	0,000105	0,000126	1,19	0,26	0,44967341
sp|P11388|TOP2A_HUMAN	P11388	TOP2A	1531	16	11	9	8	11	14	36	33	2,97549E-05	1,90179E-05	1,64181E-05	1,47058E-05	2,15071E-05	2,19666E-05	0,000022	0,000019	0,89	-0,16	0,684174746
sp|O14656|TOR1A_HUMAN	O14656	TOR1A	332	3	8	7	17	19	14	18	50	2,57274E-05	6,37818E-05	5,88866E-05	0,000144107	0,000171309	0,000101298	0,000049	0,000139	2,81	1,49	0,029994881
sp|Q5JTV8|TOIP1_HUMAN	Q5JTV8	TOR1AIP1	583	14	13	15	25	16	33	42	74	6,83712E-05	5,90228E-05	7,18587E-05	0,000120683	8,21517E-05	0,000135974	0,000066	0,000113	1,70	0,77	0,034837458
